"ky before 2015","T anomaly"
132.572,-1.065
132.629,-1.57
132.689,-1.635
132.752,-1.365
132.811,-1.73
132.874,-1.635
132.936,-1.87
133,-1.775
133.065,-2.175
133.132,-2.065
133.199,-1.515
133.26,-1.605
133.323,-2.355
133.392,-2.34
133.462,-1.785
133.526,-1.495
133.589,-1.85
133.653,-2.24
133.723,-2.4
133.794,-2.66
133.868,-1.83
133.935,-2.51
134.006,-2.42
134.079,-2.59
134.152,-2.85
134.229,-2.325
134.301,-2.805
134.378,-2.74
134.454,-2.735
134.531,-2.945
134.61,-2.895
134.689,-2.88
134.768,-3.155
134.85,-3.035
134.931,-3.145
135.014,-3.44
135.101,-4.17
135.189,-3.495
135.278,-3.83
135.372,-3.885
135.467,-3.865
135.562,-3.9
135.658,-3.575
135.756,-3.415
135.844,-4.005
135.941,-3.735
136.033,-3.27
136.12,-3.695
136.212,-4.195
136.313,-3.945
136.41,-4.24
136.512,-4.365
136.617,-4.385
136.721,-4.135
136.817,-4.255
136.918,-4.06
137.018,-4.23
137.121,-4.34
137.224,-3.72
137.318,-3.73
137.412,-4.14
137.513,-4.055
137.612,-3.885
137.712,-4.175
137.808,-4.295
137.912,-4.095
138.012,-3.885
138.111,-4.165
138.212,-4.03
138.312,-4.245
138.416,-4.265
138.519,-3.965
138.619,-4.425
138.724,-4.505
138.828,-4.39
138.935,-4.715
139.048,-4.535
139.158,-4.47
139.266,-4.66
139.375,-4.385
139.482,-4.27
139.587,-4.285
139.692,-4.425
139.8,-4.57
139.911,-4.24
140.016,-4.565
140.125,-4.005
140.228,-4.595
140.338,-4.555
140.449,-4.235
140.553,-4.11
140.656,-4.53
140.766,-4.335
140.874,-4.51
140.984,-4.565
141.095,-4.585
141.207,-4.38
141.315,-4.42
141.424,-4.19
141.529,-4.405
141.638,-4.665
141.751,-4
141.852,-3.975
141.953,-4.255
142.058,-3.91
142.158,-4.21
142.263,-4.39
142.372,-4.645
142.485,-4.305
142.593,-4.355
142.701,-4.075
142.804,-4.135
142.908,-3.83
143.006,-4.115
143.11,-4.455
143.221,-4.42
143.331,-4.52
143.442,-4.02
143.544,-3.75
143.643,-4.255
143.749,-4.55
143.861,-4.175
143.968,-4.545
144.08,-4.435
144.19,-4.035
144.294,-3.82
144.393,-4.15
144.498,-4.17
144.603,-4.235
144.71,-3.965
144.813,-4.235
144.919,-4.135
145.024,-3.955
145.128,-4.48
145.238,-4.11
145.344,-4.05
145.447,-3.96
145.55,-4.495
145.662,-4.195
145.77,-4.4
145.881,-4.645
145.997,-4.41
146.108,-3.69
146.206,-4.045
146.31,-4.24
146.418,-4.165
146.524,-3.985
146.628,-4.09
146.73,-3.41
146.818,-4.165
146.922,-3.825
147.023,-3.95
147.125,-3.77
147.226,-4.13
147.332,-4.31
147.441,-4.39
147.553,-4.435
147.665,-4.245
147.775,-4.4
147.886,-4.035
147.991,-3.665
148.089,-3.675
148.188,-4.1
148.293,-3.83
148.392,-3.575
148.489,-3.97
148.592,-4.075
148.698,-4.19
148.806,-4.155
148.914,-3.825
149.016,-4.07
149.122,-4.155
149.229,-4.045
149.335,-4.245
149.444,-3.93
149.548,-3.93
149.651,-3.455
149.747,-3.92
149.849,-3.46
149.945,-3.57
150.041,-3.5
150.137,-3.48
150.232,-3.46
150.328,-3.585
150.425,-3.52
150.521,-3.775
150.622,-3.775
150.723,-3.655
150.822,-3.765
150.922,-3.715
151.023,-3.83
151.125,-3.885
151.228,-3.71
151.328,-3.58
151.427,-4.055
151.532,-3.505
151.63,-3.8
151.732,-3.85
151.835,-3.825
151.937,-3.88
152.041,-3.905
152.146,-3.965
152.251,-3.805
152.354,-3.715
152.454,-3.83
152.558,-3.7
152.658,-3.585
152.754,-3.725
152.856,-4.07
152.963,-3.915
153.056,-3.94
153.161,-3.94
153.267,-4.035
153.375,-4.325
153.488,-3.955
153.595,-3.945
153.701,-3.82
153.806,-3.985
153.913,-4.18
154.025,-4.55
154.143,-4.5
154.261,-4.015
154.37,-4.095
154.48,-4.215
154.592,-4.315
154.706,-4.64
154.827,-4.515
154.947,-4.36
155.063,-4.545
155.182,-4.465
155.3,-4.24
155.414,-4.265
155.529,-4.625
155.649,-4.18
155.762,-4.19
155.875,-4.31
155.99,-4.495
156.109,-4.96
156.239,-5.015
156.371,-4.79
156.501,-4.39
156.619,-4.48
156.739,-4.805
156.864,-4.265
156.98,-4.47
157.097,-4.385
157.214,-4.32
157.332,-4.76
157.457,-4.58
157.578,-4.135
157.692,-4.205
157.807,-4.41
157.921,-4.24
158.037,-4.52
158.157,-4.475
158.258,-4.51
158.358,-4.865
158.462,-4.535
158.562,-4.055
158.672,-3.96
158.778,-3.785
158.878,-3.645
158.976,-3.03
159.075,-3.26
159.17,-2.87
159.265,-3.43
159.363,-3.745
159.452,-3.495
159.555,-3.465
159.653,-3.65
159.757,-3.69
159.861,-3.79
159.962,-3.98
160.067,-3.73
160.171,-3.735
160.274,-3.695
160.388,-3.85
160.497,-3.785
160.604,-3.785
160.709,-4.085
160.821,-4.01
160.933,-4.05
161.046,-4.115
161.162,-4
161.275,-4.52
161.395,-4.435
161.508,-4.065
161.623,-3.62
161.728,-3.465
161.829,-3.77
161.942,-3.365
162.039,-3.31
162.142,-3.195
162.243,-3.235
162.343,-3.105
162.44,-3.455
162.541,-3.085
162.635,-3.66
162.737,-3.91
162.84,-3.415
162.942,-3.485
163.044,-3.44
163.145,-3.46
163.247,-3.725
163.354,-3.56
163.458,-4.29
163.571,-4.26
163.688,-3.7
163.796,-3.56
163.9,-4.2
164.018,-4.64
164.139,-4.465
164.263,-4.745
164.393,-4.56
164.518,-4.19
164.637,-4.31
164.757,-4.375
164.879,-4.27
164.999,-4.125
165.116,-4.595
165.242,-4.46
165.362,-4.32
165.482,-3.885
165.595,-4.095
165.711,-4.365
165.833,-4.195
165.952,-4.095
166.068,-4
166.184,-4.54
166.31,-4.27
166.423,-4.075
166.539,-3.815
166.65,-4.3
166.771,-4.17
166.889,-4.44
167.006,-3.69
167.115,-3.805
167.226,-3.77
167.336,-3.78
167.445,-3.67
167.547,-3.49
167.651,-3.975
167.765,-3.705
167.874,-3.58
167.98,-3.16
168.08,-3.395
168.182,-3.03
168.278,-2.915
168.374,-3.38
168.478,-3.545
168.581,-3.23
168.681,-3.34
168.784,-4.07
168.895,-3.945
169.002,-3.23
169.103,-3.29
169.204,-3.245
169.304,-3.395
169.408,-3.765
169.518,-3.815
169.63,-3.77
169.74,-3.32
169.843,-3.295
169.946,-4.015
170.061,-3.825
170.174,-3.955
170.291,-4.065
170.408,-4.155
170.522,-4.06
170.634,-4.135
170.747,-4.06
170.864,-4.09
170.981,-4.22
171.101,-4.28
171.222,-4.065
171.34,-4.14
171.46,-3.7
171.57,-3.485
171.675,-3.275
171.777,-3.015
171.875,-3.32
171.977,-2.96
172.074,-2.92
172.171,-3.34
172.273,-3.05
172.373,-3.55
172.48,-3.38
172.585,-3.725
172.697,-3.355
172.814,-3.73
172.926,-3.82
173.041,-4.23
173.162,-3.7
173.275,-4.07
173.394,-3.805
173.508,-4.085
173.63,-4.09
173.75,-4.35
173.876,-4.16
173.998,-4.035
174.118,-3.995
174.236,-4.06
174.356,-3.905
174.475,-4.19
174.593,-3.78
174.708,-3.99
174.826,-3.685
174.939,-3.935
175.056,-4.205
175.178,-3.73
175.293,-3.81
175.408,-3.975
175.526,-4.075
175.647,-4.445
175.777,-4.435
175.907,-4.615
176.041,-4.3
176.168,-4.265
176.294,-4.34
176.422,-4.435
176.552,-4.14
176.675,-4.14
176.793,-4.055
176.913,-3.47
177.023,-3.395
177.13,-2.805
177.23,-3.165
177.333,-3.42
177.44,-3.38
177.543,-3.305
177.649,-3.965
177.766,-2.92
177.866,-2.855
177.964,-2.7
178.059,-2.995
178.16,-2.925
178.26,-3.16
178.363,-3.27
178.469,-3.345
178.576,-2.965
178.678,-3.5
178.787,-3.46
178.897,-3.525
179.009,-3.73
179.125,-4.015
179.247,-4.34
179.373,-4.08
179.497,-4.415
179.627,-4.29
179.759,-4.1
179.884,-3.565
179.999,-4.475
180.128,-4.195
180.256,-3.735
180.374,-4.13
180.5,-4.3
180.631,-4.34
180.763,-4.51
180.894,-4.05
181.021,-4.245
181.151,-4.145
181.28,-4.5
181.416,-4.395
181.549,-4.16
181.668,-4.54
181.794,-4.53
181.933,-4.275
182.066,-4.62
182.198,-4.445
182.334,-4.01
182.473,-4.255
182.599,-4.205
182.728,-4.42
182.863,-4.37
182.994,-4.42
183.127,-4.385
183.26,-4.615
183.397,-4.16
183.526,-4.63
183.663,-4.6
183.805,-4.42
183.942,-4.155
184.074,-4.275
184.208,-4.175
184.341,-4.52
184.481,-4.41
184.619,-4.215
184.753,-4.575
184.896,-4.33
185.033,-4.175
185.166,-3.935
185.294,-3.755
185.418,-4.25
185.552,-4.205
185.687,-4.11
185.82,-4.17
185.953,-3.945
186.082,-3.92
186.21,-3.885
186.338,-3.825
186.463,-3.845
186.577,-3.665
186.699,-3.235
186.813,-3.515
186.932,-3.375
187.049,-3.315
187.164,-3.315
187.279,-2.77
187.385,-2.81
187.49,-2.915
187.597,-2.545
187.698,-2.51
187.798,-2.19
187.891,-1.945
187.981,-2.16
188.074,-2.015
188.167,-2.845
188.272,-2.845
188.379,-2.82
188.487,-2.785
188.593,-3.29
188.709,-3.06
188.822,-3.1
188.937,-3.31
189.054,-2.725
189.16,-3.055
189.272,-3.055
189.385,-3.365
189.504,-3.365
189.623,-3.135
189.739,-3.255
189.856,-3.33
189.976,-3.715
190.104,-3.155
190.22,-3.355
190.341,-3.51
190.465,-3.995
190.601,-4.005
190.737,-3.54
190.864,-4.03
191.001,-3.485
191.126,-3.59
191.253,-3.635
191.382,-3.37
191.505,-3.455
191.629,-3.14
191.747,-3.465
191.871,-2.74
191.982,-2.87
192.091,-2.375
192.192,-2.47
192.296,-2.335
192.397,-2.385
192.5,-3.255
192.621,-2.98
192.737,-3.32
192.86,-3.085
192.978,-3.01
193.094,-2.715
193.205,-3.29
193.329,-3.735
193.461,-3.3
193.586,-3.375
193.711,-3.405
193.835,-3.495
193.962,-3.11
194.084,-3.63
194.214,-2.975
194.334,-3.395
194.46,-3.1
194.58,-3.105
194.701,-2.99
194.819,-2.835
194.935,-3.285
195.059,-2.67
195.17,-2.44
195.278,-2.675
195.389,-2.53
195.499,-2.525
195.61,-2.675
195.707,-2.235
195.808,-2.575
195.918,-2.455
196.026,-2.465
196.133,-1.9
196.233,-2.48
196.34,-2.28
196.443,-2.45
196.548,-2.195
196.644,-2.405
196.751,-2.295
196.857,-2.1
196.958,-1.98
197.058,-1.935
197.157,-1.84
197.254,-1.6
197.347,-1.715
197.442,-1.785
197.539,-1.785
197.634,-1.5
197.721,-1.38
197.81,-1.55
197.903,-1.46
197.994,-1.43
198.084,-1.335
198.173,-1.08
198.258,-1.3
198.347,-1.805
198.441,-1.29
198.53,-1.37
198.619,-0.855
198.702,-0.905
198.78,-1.145
198.865,-1.43
198.956,-1.255
199.044,-1.095
199.13,-1.125
199.216,-1.19
199.303,-1.02
199.388,-1.23
199.475,-1.085
199.562,-1.14
199.648,-1.32
199.738,-1.34
199.827,-0.685
199.908,-0.865
199.991,-0.965
200.075,-1.145
200.161,-0.825
200.244,-1.275
200.333,-1.315
200.423,-1.215
200.513,-1.235
200.602,-1.205
200.689,-0.865
200.773,-1.105
200.86,-1.065
200.946,-1.13
201.034,-1.145
201.121,-0.71
201.203,-1.585
201.298,-1.255
201.389,-1.05
201.474,-0.89
201.558,-0.84
201.642,-1.25
201.732,-1.47
201.825,-1.47
201.919,-1.61
202.015,-1.46
202.11,-1.94
202.212,-1.85
202.314,-1.845
202.415,-1.62
202.512,-1.845
202.614,-2.165
202.721,-2.07
202.827,-1.79
202.929,-2.335
203.04,-2.465
203.154,-2.355
203.266,-2.11
203.375,-2.57
203.491,-2.055
203.599,-2.37
203.712,-2.41
203.826,-2.24
203.936,-2.105
204.045,-2.46
204.162,-2.39
204.276,-2.045
204.384,-2.17
204.493,-2.01
204.602,-1.67
204.702,-1.965
204.808,-2.27
204.919,-1.985
205.026,-1.655
205.126,-1.715
205.229,-1.675
205.329,-1.7
205.43,-1.7
205.53,-1.335
205.627,-1.945
205.73,-1.5
205.829,-1.51
205.927,-1.705
206.028,-1.765
206.13,-1.645
206.231,-1.62
206.331,-1.505
206.429,-1.3
206.523,-1.11
206.617,-1.53
206.714,-1.615
206.814,-1.375
206.91,-1.885
207.014,-1.49
207.113,-1.445
207.21,-1.47
207.307,-1.54
207.406,-1.635
207.506,-1.38
207.602,-1.49
207.699,-1.23
207.789,-1.195
207.88,-1.145
207.973,-1.435
208.069,-1.175
208.162,-1.205
208.255,-1.095
208.346,-1.31
208.441,-1.305
208.536,-1.37
208.631,-0.975
208.72,-0.845
208.808,-1.12
208.899,-1.19
208.991,-0.82
209.078,-0.835
209.165,-1.16
209.257,-0.9
209.345,-1.265
209.439,-1.095
209.529,-0.7
209.615,-1.195
209.707,-0.73
209.793,-1.12
209.883,-0.675
209.969,-0.885
210.056,-0.745
210.141,-0.92
210.222,-0.12
210.299,-0.695
210.384,-0.775
210.469,-0.635
210.553,-0.645
210.637,-1.105
210.723,-0.9
210.811,-1.215
210.903,-1.005
210.992,-0.56
211.075,-0.555
211.157,-0.88
211.245,-1.165
211.335,-0.535
211.419,-0.695
211.503,-1.03
211.592,-1.025
211.681,-1.24
211.766,-1.005
211.851,-1.17
211.943,-1.015
212.032,-0.87
212.12,-1.005
212.208,-0.75
212.294,-1.375
212.389,-1.07
212.48,-1.31
212.574,-1.295
212.668,-1.135
212.757,-0.905
212.844,-0.995
212.933,-1
213.022,-1.15
213.113,-0.945
213.201,-0.79
213.288,-1.19
213.379,-0.98
213.468,-0.965
213.556,-1.375
213.648,-1.35
213.743,-1.51
213.84,-0.99
213.929,-0.705
214.014,-0.88
214.101,-1.335
214.192,-1.25
214.284,-0.93
214.373,-1.295
214.466,-1.045
214.556,-0.905
214.645,-0.99
214.732,-0.96
214.821,-0.915
214.908,-0.695
214.989,-1.125
215.076,-0.5
215.158,-0.695
215.241,-0.585
215.323,-0.885
215.407,-0.82
215.493,-0.85
215.579,-0.73
215.664,-1.125
215.752,-1.005
215.841,-1.255
215.931,-1.11
216.021,-1.195
216.114,-1.25
216.207,-1.45
216.303,-1.595
216.403,-1.41
216.499,-1.445
216.596,-1.39
216.692,-1.475
216.79,-1.86
216.893,-1.86
216.995,-2.02
217.103,-2.055
217.212,-2
217.32,-2.225
217.432,-2
217.54,-1.75
217.645,-2.435
217.761,-2.385
217.877,-2.33
217.992,-2.115
218.104,-2.695
218.228,-2.94
218.357,-2.5
218.477,-2.625
218.599,-2.725
218.725,-2.58
218.847,-2.615
218.969,-2.4
219.087,-2.48
219.205,-2.94
219.335,-2.755
219.459,-2.54
219.58,-2.645
219.702,-3.055
219.836,-2.99
219.969,-3.04
220.105,-2.845
220.235,-3.17
220.371,-3.17
220.509,-3.445
220.654,-3.26
220.795,-3.46
220.94,-3.37
221.084,-3.48
221.231,-3.735
221.384,-3.515
221.534,-4.385
221.704,-4.08
221.874,-3.69
222.028,-3.505
222.178,-3.785
222.341,-4.04
222.506,-4.1
222.674,-4.08
222.842,-4.035
223.012,-4.36
223.184,-4.075
223.352,-4.35
223.525,-3.995
223.692,-4.345
223.869,-4.285
224.042,-4.325
224.22,-4.04
224.39,-4.28
224.566,-4.035
224.734,-3.99
224.903,-4.005
225.068,-3.73
225.23,-3.88
225.396,-3.98
225.564,-3.26
225.714,-3.32
225.864,-3.18
226.009,-3.01
226.15,-2.595
226.28,-2.275
226.407,-3.065
226.554,-2.875
226.693,-3.265
226.839,-3.12
226.983,-2.89
227.125,-3.24
227.276,-3.215
227.428,-3.68
227.591,-3.785
227.757,-3.885
227.927,-3.605
228.091,-3.915
228.264,-4.155
228.445,-4.09
228.625,-4.165
228.808,-4.075
228.988,-4.06
229.167,-3.755
229.337,-3.615
229.503,-2.935
229.65,-3.135
229.801,-2.445
229.937,-3.46
230.097,-3.255
230.254,-3.265
230.412,-3.845
230.587,-3.86
230.763,-3.795
230.937,-3.66
231.112,-3.73
231.285,-3.55
231.453,-3.435
231.617,-3.335
231.779,-3.27
231.939,-3
232.091,-2.985
232.247,-2.74
232.393,-3.08
232.548,-3.005
232.701,-3.035
232.856,-3.045
233.01,-2.89
233.162,-3.015
233.316,-2.825
233.466,-2.905
233.616,-2.38
233.756,-2.55
233.896,-2.47
234.036,-2.33
234.174,-2.395
234.312,-2.46
234.453,-2.425
234.593,-2.445
234.733,-2.265
234.87,-2.305
235.007,-1.7
235.13,-1.94
235.258,-1.71
235.381,-1.715
235.504,-1.755
235.628,-1.625
235.75,-1.975
235.879,-1.8
236.005,-1.655
236.126,-1.365
236.243,-1.04
236.355,-1.565
236.474,-1.305
236.59,-1.425
236.707,-1.055
236.817,-1.415
236.933,-1.205
237.046,-1.4
237.163,-1.535
237.282,-1.195
237.397,-1.215
237.51,-1.065
237.621,-1.445
237.738,-1.37
237.855,-1.295
237.969,-0.995
238.078,-1.005
238.187,-1.225
238.3,-1.455
238.417,-1.045
238.528,-1.165
238.639,-0.93
238.75,-1.25
238.854,-0.79
238.961,-0.89
239.065,-0.825
239.176,-1.205
239.29,-1.19
239.393,-0.705
239.504,-1.195
239.618,-1.31
239.728,-1.13
239.834,-0.935
239.931,-0.285
240.026,-0.56
240.126,-0.795
240.228,-0.495
240.327,-0.5
240.425,-0.36
240.522,-0.53
240.62,-0.61
240.72,-0.405
240.817,-0.13
240.909,-0.26
241.002,-0.28
241.096,-0.005
241.185,0.145
241.272,0.19
241.358,0.19
241.444,0.515
241.526,0.045
241.612,0.585
241.693,0.255
241.776,0.86
241.852,1.23
241.923,1.28
241.993,1.1
242.064,0.99
242.137,1.365
242.206,0.98
242.279,1.105
242.351,1.355
242.42,1.155
242.49,1.21
242.561,1.03
242.633,0.92
242.707,0.955
242.78,0.945
242.854,0.54
242.932,1.1
243.005,0.905
243.079,0.785
243.155,0.57
243.234,0.37
243.315,0.315
243.398,0.18
243.479,0.505
243.56,0.495
243.639,0.595
243.718,0.435
243.8,0.105
243.886,-0.06
243.974,-0.105
244.064,-0.18
244.154,-0.625
244.252,-0.83
244.354,-1.16
244.463,-1.065
244.57,-0.915
244.674,-1.205
244.783,-1.21
244.893,-1.525
245.009,-1.415
245.124,-1.605
245.242,-1.725
245.363,-1.715
245.485,-2.245
245.617,-1.885
245.742,-2.11
245.873,-2.535
246.013,-2.21
246.147,-2.61
246.29,-2.84
246.44,-2.96
246.593,-3.2
246.753,-3.78
246.927,-3.47
247.096,-3.4
247.263,-3.61
247.431,-3.005
247.587,-2.76
247.742,-2.995
247.897,-3.29
248.057,-2.835
248.207,-2.83
248.358,-2.8
248.508,-3.145
248.667,-2.925
248.82,-2.985
248.976,-3.325
249.14,-3.13
249.3,-3.16
249.461,-3.475
249.631,-3.455
249.801,-3.715
249.98,-3.66
250.157,-3.965
250.344,-3.645
250.521,-3.88
250.702,-3.9
250.887,-3.745
251.067,-3.73
251.247,-3.725
251.423,-3.615
251.599,-3.77
251.784,-4.145
251.98,-4.285
252.18,-4.14
252.375,-4.06
252.568,-4.165
252.764,-3.8
252.948,-4.165
253.144,-3.945
253.334,-4.24
253.533,-4.19
253.73,-3.84
253.917,-3.775
254.1,-3.74
254.282,-3.585
254.46,-3.995
254.651,-4.1
254.846,-3.885
255.034,-3.735
255.217,-3.925
255.406,-3.94
255.596,-3.86
255.784,-4.46
255.982,-3.995
256.175,-3.855
256.363,-3.845
256.545,-3.56
256.723,-3.495
256.898,-3.84
257.085,-3.58
257.264,-3.465
257.44,-4.065
257.633,-3.645
257.815,-3.49
257.991,-3.585
258.17,-3.41
258.343,-3.295
258.513,-3.01
258.675,-3.35
258.846,-3.715
259.03,-3.6
259.21,-3.755
259.396,-4.19
259.597,-3.68
259.781,-3.635
259.963,-3.675
260.15,-3.995
260.346,-4.21
260.548,-3.98
260.744,-4.03
260.939,-3.34
261.114,-3.645
261.296,-3.505
261.476,-3.73
261.662,-3.975
261.857,-4.175
262.06,-3.935
262.255,-3.705
262.441,-3.765
262.63,-3.93
262.823,-3.5
263.004,-3.955
263.199,-3.52
263.38,-3.1
263.548,-3.08
263.714,-3.085
263.882,-3.45
264.059,-3.27
264.233,-3.415
264.41,-3.655
264.596,-3.49
264.777,-3.36
264.954,-3.695
265.142,-3.725
265.331,-3.76
265.522,-3.62
265.708,-3.77
265.899,-3.88
266.101,-3.905
266.305,-4.145
266.524,-4.075
266.74,-3.95
266.945,-3.67
267.142,-4.105
267.35,-4.34
267.565,-4.385
267.783,-4.46
268.004,-4.14
268.212,-4.245
268.424,-4.225
268.636,-4.27
268.85,-4.275
269.065,-4.44
269.287,-4.325
269.504,-4.475
269.728,-4.565
269.956,-4.255
270.172,-4.625
270.402,-4.27
270.618,-4.205
270.833,-4.49
271.059,-4.775
271.297,-4.58
271.528,-4.545
271.758,-4.68
271.993,-4.67
272.229,-4.615
272.462,-4.69
272.7,-4.53
272.931,-4.66
273.167,-4.655
273.403,-4.49
273.634,-4.585
273.868,-4.525
274.1,-4.555
274.333,-4.525
274.566,-4.28
274.789,-4.485
275.02,-4.29
275.244,-4.475
275.475,-4.51
275.709,-4.14
275.926,-3.945
276.138,-4.08
276.354,-4.29
276.579,-4.495
276.813,-4.19
277.036,-4.475
277.27,-4.69
277.513,-4.11
277.733,-3.88
277.944,-3.875
278.154,-4.13
278.375,-4.205
278.6,-4.65
278.843,-3.945
279.058,-4.025
279.277,-4.285
279.505,-4.06
279.725,-4.02
279.943,-3.665
280.148,-3.405
280.343,-3.265
280.532,-2.785
280.704,-3.31
280.896,-3.56
281.097,-3.375
281.287,-3.595
281.484,-3.91
281.698,-3.69
281.906,-3.445
282.098,-3.365
282.293,-3.37
282.488,-3.195
282.677,-3.275
282.869,-3.09
283.055,-3.155
283.243,-2.975
283.425,-2.99
283.608,-2.925
283.788,-2.835
283.967,-3.105
284.153,-2.985
284.336,-2.845
284.515,-2.83
284.693,-2.915
284.874,-2.855
285.054,-2.855
285.233,-3.305
285.426,-2.64
285.6,-2.775
285.778,-2.675
285.955,-2.885
286.135,-2.585
286.306,-2.62
286.478,-2.5
286.645,-2.635
286.815,-2.805
286.992,-2.45
287.159,-2.78
287.333,-2.675
287.509,-2.495
287.678,-2.45
287.846,-2.51
288.013,-2.285
288.176,-2.345
288.332,-2.5
288.491,-2.395
288.661,-2.575
288.832,-2.385
288.993,-2.53
289.167,-2.605
289.329,-2.505
289.497,-2.485
289.664,-2.495
289.827,-2.155
289.983,-2.035
290.132,-1.915
290.285,-1.92
290.439,-2.165
290.599,-2.285
290.763,-2.2
290.922,-2.485
291.083,-2.56
291.246,-2.655
291.423,-2.865
291.606,-3.215
291.792,-2.705
291.971,-2.86
292.155,-3.085
292.348,-3.35
292.55,-3.145
292.745,-3.205
292.944,-3.07
293.138,-3.49
293.346,-3.635
293.551,-3.88
293.776,-3.79
293.998,-3.57
294.211,-3.2
294.411,-3.765
294.633,-3.815
294.857,-4.035
295.083,-3.81
295.308,-3.61
295.519,-3.6
295.735,-3.34
295.941,-3.085
296.137,-2.465
296.314,-2.83
296.501,-2.935
296.695,-3.185
296.896,-3.475
297.105,-3.525
297.323,-3.69
297.545,-4.015
297.76,-3.675
297.961,-3.905
298.193,-3.8
298.421,-3.575
298.641,-3.62
298.855,-3.34
299.066,-3.27
299.274,-3.185
299.48,-3.315
299.691,-3.285
299.901,-2.995
300.1,-2.935
300.297,-2.785
300.489,-2.455
300.674,-2.965
300.873,-3.155
301.08,-3.285
301.292,-3.57
301.516,-3.845
301.733,-3.53
301.956,-3.535
302.181,-3.505
302.404,-2.97
302.607,-3.115
302.816,-3.195
303.028,-3.06
303.235,-2.84
303.434,-2.625
303.627,-2.91
303.828,-2.365
304.019,-2.71
304.213,-2.55
304.394,-2.695
304.589,-2.6
304.781,-2.425
304.971,-2.635
305.165,-2.335
305.349,-1.975
305.521,-2.125
305.698,-2.285
305.882,-2.71
306.079,-2.64
306.276,-2.735
306.475,-2.53
306.669,-2.9
306.872,-3.33
307.096,-3.795
307.334,-3.495
307.556,-3.395
307.785,-3.28
308.01,-3.19
308.232,-3.01
308.447,-2.765
308.653,-3.06
308.87,-2.88
309.082,-2.665
309.288,-2.85
309.499,-2.92
309.714,-3.18
309.938,-2.72
310.147,-2.885
310.362,-2.7
310.571,-2.985
310.79,-2.605
310.996,-2.595
311.198,-2.705
311.402,-2.755
311.607,-2.665
311.82,-2.46
312.019,-2.555
312.225,-2.215
312.421,-2.38
312.623,-2.555
312.83,-2.025
313.021,-2.015
313.211,-2.2
313.408,-1.715
313.588,-1.95
313.775,-1.425
313.948,-1.9
314.135,-1.73
314.317,-1.61
314.495,-1.835
314.681,-1.615
314.861,-1.42
315.033,-1.25
315.201,-1.81
315.387,-1.92
315.577,-1.14
315.744,-1.3
315.914,-1.025
316.076,-0.805
316.231,-0.635
316.382,-1.345
316.553,-1.495
316.731,-1.475
316.909,-1.56
317.09,-1.6
317.274,-1.785
317.463,-1.72
317.651,-1.825
317.842,-1.645
318.029,-1.8
318.221,-2.11
318.424,-2.205
318.633,-2.65
318.859,-2.285
319.071,-2.205
319.281,-2.185
319.491,-2.225
319.702,-2.205
319.913,-2.015
320.118,-1.905
320.319,-2.12
320.527,-1.695
320.722,-1.57
320.911,-1.49
321.098,-1.54
321.287,-1.04
321.461,-1.45
321.646,-1.185
321.825,-1.22
322.004,-1.12
322.18,-0.965
322.352,-0.96
322.523,-0.675
322.686,-0.76
322.852,-0.94
323.023,-0.605
323.184,-0.565
323.344,-0.465
323.502,-0.38
323.657,-0.7
323.82,-0.215
323.972,-0.42
324.128,-0.17
324.277,0.065
324.421,0.04
324.565,-0.115
324.713,-0.28
324.865,-0.08
325.013,-0.12
325.161,-0.04
325.307,0.095
325.45,-0.275
325.594,0.22
325.733,0.425
325.867,0.36
326.003,0.655
326.132,0.28
326.268,0.285
326.406,0.155
326.545,0.285
326.682,0.305
326.815,0.215
326.952,0.08
327.09,0.35
327.226,0.195
327.363,0.23
327.497,0.205
327.625,0.52
327.75,0.595
327.883,0.285
328.014,0.395
328.148,0.35
328.282,0.4
328.416,0.33
328.542,0.68
328.669,0.68
328.798,0.555
328.929,0.5
329.066,0.205
329.206,0.1
329.34,0.395
329.48,0.05
329.616,0.39
329.749,0.245
329.885,0.235
330.017,0.385
330.148,0.46
330.278,0.48
330.408,0.485
330.547,0.075
330.681,0.355
330.818,0.16
330.955,0.175
331.101,-0.17
331.244,-0.05
331.387,-0.06
331.526,0.025
331.664,0.13
331.79,0.515
331.914,0.51
332.044,0.44
332.162,0.895
332.282,0.915
332.395,1.005
332.507,1.16
332.614,1.385
332.718,1.635
332.827,1.265
332.937,1.27
333.041,1.595
333.144,1.595
333.244,1.74
333.342,1.875
333.444,1.67
333.55,1.615
333.655,1.675
333.762,1.45
333.868,1.505
333.967,1.85
334.065,1.81
334.168,1.45
334.272,1.545
334.381,1.345
334.487,1.435
334.593,1.405
334.707,1.02
334.828,0.8
334.945,0.805
335.065,0.68
335.185,0.575
335.315,0.265
335.441,0.4
335.579,-0.035
335.72,-0.31
335.863,-0.33
336.012,-0.475
336.163,-0.74
336.325,-0.96
336.491,-1.07
336.656,-1.085
336.827,-1.325
337.002,-1.47
337.182,-1.39
337.361,-1.585
337.543,-1.58
337.732,-1.75
337.929,-1.99
338.129,-2.06
338.339,-2.3
338.557,-2.535
338.789,-2.84
339.018,-2.75
339.255,-2.975
339.5,-3.105
339.755,-3.275
340.014,-3.48
340.285,-3.55
340.565,-3.855
340.863,-4.195
341.186,-4.59
341.519,-4.78
341.839,-4.495
342.168,-4.61
342.513,-4.83
342.826,-4.49
343.163,-4.57
